Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
370,Dru Smith,28,MIA,SG,70,1,16.3,1.9,4.6,.415,0.5,1.8,.295,1.4,2.8,.495,.474,1.2,1.5,.829,0.9,1.6,2.5,2.6,1.4,0.3,0.8,1.6,5.6,,smithdr01
371,Jamal Cain,26,ORL,SF,39,1,12.1,1.9,3.9,.490,0.7,1.8,.389,1.2,2.0,.582,.583,0.9,1.1,.841,0.7,1.3,1.9,0.7,0.3,0.1,0.5,1.3,5.5,,cainja01
372,Eric Gordon,37,PHI,SG,6,0,12.3,2.0,3.5,.571,1.3,2.3,.571,0.7,1.2,.571,.762,0.2,0.3,.500,0.2,0.2,0.3,0.5,0.7,0.2,0.5,0.5,5.5,,gordoer01
373,Haywood Highsmith,29,PHO,SF,6,0,13.3,1.7,3.3,.500,1.3,2.2,.615,0.3,1.2,.286,.700,0.8,1.0,.833,1.0,1.2,2.2,1.2,0.7,0.0,0.0,1.3,5.5,,highsha01
374,Jett Howard,22,ORL,SF,55,0,12.6,1.9,4.6,.418,1.0,2.6,.372,0.9,1.9,.481,.526,0.7,0.7,.949,0.4,1.2,1.6,0.8,0.2,0.2,0.3,1.2,5.5,,howarje01
375,Spencer Jones,24,DEN,SF,64,37,22.1,2.1,4.1,.504,0.9,2.3,.396,1.2,1.8,.636,.613,0.5,0.8,.608,1.2,2.1,3.3,0.8,0.8,0.5,0.5,2.7,5.5,,jonessp01
376,Nae'Qwan Tomlin,25,CLE,PF,63,2,15.3,2.2,4.7,.473,0.4,1.7,.215,1.9,3.0,.618,.512,0.7,0.9,.754,1.3,1.6,2.8,0.8,0.7,0.5,0.4,2.0,5.5,,tomlina01
377,Mac McClung,27,2TM,SG,10,0,11.7,1.9,5.2,.365,0.5,2.6,.192,1.4,2.6,.538,.413,1.1,1.4,.786,0.2,0.8,1.0,1.0,1.0,0.3,0.9,1.6,5.4,,mccluma01
377,Mac McClung,27,IND,SG,3,0,11.3,2.3,6.0,.389,0.7,3.3,.200,1.7,2.7,.625,.444,1.0,1.3,.750,0.0,1.3,1.3,0.3,1.7,0.3,0.7,2.0,6.3,,mccluma01
377,Mac McClung,27,CHI,SG,7,0,11.9,1.7,4.9,.353,0.4,2.3,.188,1.3,2.6,.500,.397,1.1,1.4,.800,0.3,0.6,0.9,1.3,0.7,0.3,1.0,1.4,5.0,,mccluma01
378,Dylan Cardwell,24,SAC,C,43,1,20.6,2.4,4.0,.593,0.0,0.1,.667,2.3,3.9,.592,.599,0.6,1.2,.510,3.3,4.2,7.5,1.4,0.7,1.5,0.9,3.6,5.4,,cardwdy01
379,Killian Hayes,24,SAC,PG,22,3,17.3,1.8,5.9,.300,0.7,2.8,.258,1.0,3.1,.338,.362,1.1,1.2,.923,0.2,2.2,2.4,3.5,0.9,0.2,1.2,1.5,5.4,,hayeski01
380,Aaron Holiday,29,HOU,PG,56,1,13.6,1.8,4.4,.415,1.2,3.0,.392,0.7,1.5,.463,.546,0.6,0.7,.872,0.2,0.8,1.0,1.0,0.4,0.1,0.7,1.3,5.4,,holidaa01
381,Pete Nance,25,MIL,PF,47,6,15.7,2.1,4.1,.515,1.1,2.5,.420,1.1,1.6,.667,.644,0.1,0.2,.364,0.6,2.1,2.7,1.0,0.3,0.3,0.6,1.3,5.4,,nancepe01
382,Branden Carlson,26,OKC,C,41,3,10.9,2.1,4.0,.530,0.6,1.9,.342,1.5,2.2,.689,.608,0.3,0.6,.583,0.7,2.1,2.8,0.7,0.1,0.5,0.4,0.9,5.3,,carlsbr01
383,Sion James,23,CHO,SG,81,19,22.5,1.7,4.5,.369,1.0,2.9,.351,0.7,1.7,.400,.480,1.0,1.2,.837,0.6,2.9,3.5,2.0,0.6,0.2,0.8,1.8,5.3,,jamessi01
384,Jordan Walsh,21,BOS,PF,67,24,17.6,2.0,3.9,.519,0.7,1.8,.395,1.3,2.1,.626,.610,0.6,0.8,.755,1.3,2.7,3.9,0.8,0.7,0.4,0.5,2.0,5.3,,walshjo01
385,Jamaree Bouyea,26,PHO,PG,45,0,13.4,2.1,4.7,.451,0.4,1.6,.286,1.7,3.2,.531,.498,0.5,0.7,.727,0.4,1.3,1.7,1.6,0.6,0.3,0.6,0.8,5.2,,bouyeja01
386,Sidy Cissoko,21,POR,SF,74,26,19.4,1.8,4.5,.398,0.8,2.7,.298,1.0,1.8,.544,.487,0.8,1.2,.659,0.8,1.4,2.2,1.5,0.7,0.3,0.9,2.5,5.2,,cissosi01
387,Drew Eubanks,28,SAC,C,42,11,13.1,2.2,3.7,.596,0.0,0.2,.143,2.2,3.5,.617,.599,0.8,1.4,.561,0.9,2.1,3.0,0.5,0.4,0.6,0.7,1.4,5.2,,eubandr01
388,Andersson Garcia,25,UTA,SF,5,2,33.8,1.8,5.8,.310,0.2,2.6,.077,1.6,3.2,.500,.328,1.4,1.8,.778,3.4,5.0,8.4,2.8,1.6,0.8,1.4,3.2,5.2,,garcian01
389,E.J. Liddell,25,BRK,PF,25,4,12.9,2.0,4.0,.485,0.6,1.9,.319,1.4,2.2,.630,.559,0.7,0.9,.773,0.5,2.1,2.6,0.9,0.2,0.4,0.6,1.6,5.2,,liddeej01
390,Garrison Mathews,29,IND,SG,15,1,13.1,1.4,3.5,.404,1.1,3.1,.370,0.3,0.4,.667,.567,1.3,1.5,.826,0.1,1.0,1.1,0.7,0.4,0.2,0.2,1.3,5.2,,mathega01
391,Marcus Sasser,25,DET,PG,37,5,12.1,1.8,4.7,.393,1.2,2.8,.417,0.7,1.9,.357,.517,0.4,0.5,.833,0.2,0.9,1.1,2.0,0.5,0.1,0.8,1.1,5.2,,sassema01
392,Baylor Scheierman,25,BOS,SG,76,19,18.3,1.9,4.1,.457,1.2,3.0,.397,0.7,1.1,.619,.602,0.3,0.3,.870,0.8,2.7,3.4,1.4,0.5,0.1,0.6,1.4,5.2,,scheiba01
393,Ochai Agbaji,25,2TM,SG,62,13,15.7,2.0,4.5,.436,0.5,2.1,.266,1.4,2.5,.579,.496,0.6,0.7,.837,0.7,1.5,2.3,0.8,0.4,0.3,0.5,1.5,5.1,,agbajoc01
393,Ochai Agbaji,25,TOR,SG,42,13,15.5,1.7,4.0,.424,0.3,1.5,.185,1.4,2.5,.571,.459,0.6,0.7,.862,0.8,1.5,2.3,0.7,0.4,0.3,0.5,1.8,4.3,,agbajoc01
393,Ochai Agbaji,25,BRK,SG,20,0,16.2,2.5,5.5,.455,1.1,3.2,.349,1.4,2.4,.596,.555,0.6,0.7,.786,0.7,1.7,2.3,0.9,0.4,0.3,0.6,0.9,6.7,,agbajoc01
394,Johnny Furphy,21,IND,SG,35,21,18.4,2.0,4.3,.470,0.7,2.0,.324,1.3,2.2,.603,.547,0.5,1.0,.486,0.9,3.5,4.4,1.2,0.6,0.2,0.8,1.9,5.1,,furphjo01
395,Jalen Pickett,26,DEN,SG,49,18,15.9,1.9,4.5,.429,1.0,2.5,.393,0.9,2.0,.474,.539,0.3,0.3,.867,0.4,1.9,2.3,2.2,0.3,0.1,0.7,0.9,5.1,,pickeja02
396,Tyrese Proctor,21,CLE,PG,49,1,10.4,1.7,4.3,.402,0.9,2.5,.341,0.9,1.8,.488,.502,0.8,0.9,.889,0.2,0.9,1.1,1.3,0.5,0.0,0.7,1.2,5.1,,proctty01
397,Terrence Shannon Jr.,25,MIN,SG,42,1,12.0,1.7,3.6,.464,0.7,1.6,.449,1.0,2.0,.476,.565,1.0,1.2,.808,0.2,0.9,1.1,0.8,0.3,0.0,0.5,1.1,5.1,,shannte01
398,Charles Bassey,25,4TM,C,12,0,11.3,2.2,3.4,.634,0.0,0.0,,2.2,3.4,.634,.634,0.7,1.0,.667,1.8,2.8,4.5,0.4,0.3,0.9,0.4,1.3,5.0,,bassech01
398,Charles Bassey,25,MEM,C,2,0,15.5,1.5,4.0,.375,0.0,0.0,,1.5,4.0,.375,.375,0.5,1.5,.333,3.5,4.0,7.5,1.0,0.5,0.5,0.5,2.5,3.5,,bassech01
398,Charles Bassey,25,PHI,C,1,0,5.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,bassech01
398,Charles Bassey,25,BOS,C,5,0,3.4,1.2,1.4,.857,0.0,0.0,,1.2,1.4,.857,.857,0.4,0.8,.500,0.8,0.4,1.2,0.0,0.2,0.4,0.2,0.6,2.8,,bassech01
398,Charles Bassey,25,GSW,C,4,0,20.5,4.0,6.3,.640,0.0,0.0,,4.0,6.3,.640,.640,1.3,1.3,1.000,2.5,5.8,8.3,0.8,0.5,1.8,0.8,1.8,9.3,,bassech01
399,Mouhamadou Gueye,27,CHI,PF,1,0,17.0,2.0,3.0,.667,1.0,2.0,.500,1.0,1.0,1.000,.833,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,5.0,,gueyemo01
400,Rayan Rupert,21,2TM,SG,63,7,16.4,1.8,4.7,.386,0.7,2.1,.321,1.2,2.7,.437,.456,0.6,0.8,.765,0.7,2.1,2.8,1.0,0.8,0.1,0.8,1.9,4.9,,ruperra01
400,Rayan Rupert,21,POR,SG,48,0,12.0,1.1,3.1,.361,0.5,1.5,.310,0.6,1.6,.408,.435,0.2,0.3,.643,0.5,1.3,1.8,0.7,0.6,0.0,0.6,1.3,2.9,,ruperra01
400,Rayan Rupert,21,MEM,SG,15,7,30.3,4.1,10.1,.411,1.3,4.0,.333,2.8,6.1,.462,.477,2.0,2.5,.811,1.5,4.5,6.0,1.9,1.6,0.4,1.4,4.0,11.6,,ruperra01
401,Adem Bona,22,PHI,C,70,17,17.4,1.8,3.1,.594,0.0,0.1,.333,1.8,3.0,.602,.599,1.1,1.6,.708,1.8,2.5,4.4,0.5,0.4,1.2,0.8,2.2,4.9,,bonaad01
402,Jordan Hawkins,23,NOP,SG,50,0,13.2,1.8,4.8,.377,0.9,2.6,.351,0.9,2.2,.407,.473,0.4,0.5,.826,0.4,1.3,1.7,0.8,0.2,0.2,0.7,0.5,4.9,,hawkijo01
403,Asa Newell,20,ATL,PF,43,1,10.7,2.0,3.6,.538,0.7,1.7,.389,1.3,2.0,.667,.628,0.3,0.6,.560,0.9,1.0,2.0,0.6,0.4,0.3,0.5,1.5,4.9,,newelas01
404,Blake Wesley,22,POR,SG,30,0,12.0,1.9,4.1,.452,0.3,1.2,.278,1.5,2.9,.523,.492,0.9,1.6,.553,0.3,1.0,1.3,2.1,0.5,0.2,1.0,1.1,4.9,,weslebl01
405,Jericho Sims,27,MIL,C,66,18,19.5,2.1,2.7,.784,0.0,0.0,,2.1,2.7,.784,.784,0.7,1.1,.614,2.2,3.3,5.5,1.5,0.3,0.3,1.1,2.2,4.8,,simsje01
406,KJ Simpson,23,2TM,PG,20,2,12.9,1.7,5.0,.343,0.6,2.0,.300,1.1,3.0,.373,.404,0.6,0.9,.611,0.5,1.4,1.9,2.2,0.8,0.0,1.3,0.9,4.6,,simpskj01
406,KJ Simpson,23,CHO,PG,14,2,15.9,2.2,6.4,.348,0.9,2.8,.308,1.4,3.6,.380,.416,0.7,1.1,.625,0.4,1.7,2.1,2.5,1.1,0.0,1.7,1.0,6.0,,simpskj01
406,KJ Simpson,23,DEN,PG,6,0,5.7,0.5,1.7,.300,0.0,0.2,.000,0.5,1.5,.333,.300,0.2,0.3,.500,0.7,0.7,1.3,1.3,0.2,0.0,0.2,0.7,1.2,,simpskj01
407,Lonzo Ball,28,CLE,PG,35,3,20.8,1.5,5.0,.301,1.1,4.2,.272,0.4,0.8,.448,.415,0.4,0.6,.667,0.7,3.3,4.0,3.9,1.3,0.3,1.5,1.3,4.6,,balllo01
408,Malaki Branham,22,WAS,SG,28,0,9.8,1.5,3.3,.473,0.5,1.3,.378,1.0,1.9,.537,.549,1.0,1.2,.824,0.4,1.1,1.6,0.8,0.4,0.1,0.5,0.8,4.6,,branhma01
409,Jeremiah Robinson-Earl,25,2TM,PF,22,3,16.4,1.7,4.5,.370,0.5,1.9,.244,1.2,2.7,.458,.420,0.8,0.8,.944,1.6,3.0,4.7,0.7,0.4,0.0,0.5,1.2,4.6,,robinje02
409,Jeremiah Robinson-Earl,25,IND,PF,17,3,17.6,1.7,4.9,.349,0.5,1.9,.242,1.2,2.9,.420,.398,0.8,0.8,.929,1.9,3.3,5.2,0.7,0.4,0.1,0.6,1.4,4.6,,robinje02
409,Jeremiah Robinson-Earl,25,DAL,PF,5,0,12.2,1.6,3.4,.471,0.4,1.6,.250,1.2,1.8,.667,.529,0.8,0.8,1.000,0.8,2.2,3.0,0.6,0.4,0.0,0.4,0.6,4.4,,robinje02
410,PJ Hall,23,2TM,C,19,2,11.3,1.6,3.1,.508,0.2,0.3,.600,1.4,2.8,.500,.534,1.2,1.5,.793,1.7,2.2,3.9,0.5,0.2,0.5,0.8,1.2,4.5,,hallpj01
410,PJ Hall,23,MEM,C,7,0,3.9,0.7,1.3,.556,0.1,0.4,.333,0.6,0.9,.667,.611,0.3,0.4,.667,0.4,0.9,1.3,0.3,0.0,0.3,0.1,0.4,1.9,,hallpj01
410,PJ Hall,23,CHO,C,12,2,15.6,2.1,4.2,.500,0.2,0.2,1.000,1.9,4.0,.479,.520,1.8,2.2,.808,2.5,3.0,5.5,0.7,0.3,0.7,1.3,1.6,6.1,,hallpj01
411,Mike Conley,38,MIN,PG,54,15,18.4,1.3,4.0,.335,1.0,3.1,.337,0.3,0.9,.327,.465,0.8,0.9,.900,0.3,1.4,1.7,2.9,0.6,0.3,0.6,1.6,4.5,,conlemi01
412,Josh Okogie,27,HOU,SG,77,31,17.3,1.6,3.7,.431,0.8,2.1,.386,0.8,1.7,.485,.536,0.5,0.9,.594,1.0,1.5,2.5,0.9,0.8,0.2,0.5,1.4,4.5,,okogijo01
413,Taelon Peter,23,IND,SG,37,0,12.9,1.6,4.1,.388,1.1,3.3,.331,0.5,0.8,.613,.520,0.3,0.4,.625,0.3,1.3,1.5,1.1,0.7,0.1,0.7,1.0,4.5,,peterta01
414,Craig Porter Jr.,25,CLE,PG,63,2,17.8,1.8,4.0,.447,0.5,1.5,.348,1.3,2.6,.503,.510,0.4,0.6,.600,1.3,2.1,3.4,3.2,0.9,0.6,0.9,1.1,4.5,,portecr01
415,John Konchar,29,2TM,SG,55,8,19.8,1.7,3.5,.477,0.5,1.8,.289,1.2,1.7,.667,.549,0.6,0.8,.727,1.3,2.9,4.2,2.1,1.5,0.7,0.6,1.4,4.4,,konchjo01
415,John Konchar,29,MEM,SG,30,1,14.5,1.2,2.4,.521,0.4,1.3,.333,0.8,1.1,.750,.613,0.3,0.4,.615,0.7,2.4,3.1,1.3,1.0,0.4,0.5,1.0,3.2,,konchjo01
415,John Konchar,29,UTA,SG,25,7,26.1,2.2,4.9,.451,0.6,2.3,.259,1.6,2.6,.625,.512,1.0,1.2,.774,2.1,3.6,5.6,3.0,2.0,0.9,0.8,1.9,6.0,,konchjo01
416,Gabe Vincent,29,2TM,PG,53,7,16.6,1.4,4.1,.352,1.1,3.3,.341,0.3,0.8,.395,.488,0.4,0.4,.870,0.3,0.7,1.0,1.4,0.5,0.1,0.5,1.5,4.4,,vincega01
416,Gabe Vincent,29,LAL,PG,29,7,19.3,1.6,4.5,.346,1.3,3.6,.369,0.2,0.9,.259,.492,0.3,0.4,.909,0.2,0.7,0.9,1.3,0.5,0.0,0.4,1.8,4.8,,vincega01
416,Gabe Vincent,29,ATL,PG,24,0,13.3,1.3,3.6,.360,0.9,2.9,.300,0.4,0.7,.625,.483,0.4,0.5,.833,0.4,0.7,1.1,1.6,0.5,0.1,0.6,1.1,3.9,,vincega01
417,Mouhamed Gueye,23,ATL,PF,77,8,15.3,1.7,3.8,.452,0.5,1.7,.308,1.2,2.1,.569,.521,0.5,0.8,.645,1.2,2.4,3.6,0.9,0.8,0.5,0.4,1.6,4.4,,gueyemo02
418,DeAndre Jordan,37,NOP,C,12,7,16.6,1.8,2.7,.656,0.0,0.0,,1.8,2.7,.656,.656,0.9,1.4,.647,2.2,4.2,6.3,0.9,0.3,0.8,0.8,1.3,4.4,,jordade01
419,Tyler Kolek,24,NYK,PG,62,1,11.7,1.7,4.0,.435,0.7,1.8,.386,1.0,2.2,.478,.524,0.2,0.3,.700,0.3,1.3,1.6,2.7,0.4,0.1,0.9,1.0,4.4,,kolekty01
420,Liam McNeeley,20,CHO,SF,30,0,12.1,1.3,3.1,.404,0.8,2.0,.400,0.5,1.1,.412,.532,1.1,1.3,.821,0.4,2.0,2.4,0.8,0.2,0.1,0.4,1.2,4.4,,mcneeli01
421,Jase Richardson,20,ORL,SG,54,0,10.9,1.6,3.5,.473,0.5,1.5,.354,1.1,2.0,.560,.548,0.6,0.9,.717,0.4,0.8,1.2,1.1,0.4,0.0,0.5,1.0,4.4,,richaja02
422,Jarred Vanderbilt,26,LAL,PF,64,3,17.4,1.7,3.7,.472,0.5,1.5,.299,1.3,2.2,.594,.534,0.5,0.9,.589,1.3,3.3,4.5,1.3,0.8,0.3,0.9,1.6,4.4,,vandeja01
423,Josh Green,25,CHO,SG,57,0,15.8,1.4,3.1,.458,1.0,2.4,.419,0.4,0.8,.581,.617,0.4,0.5,.893,0.8,1.0,1.8,0.8,0.6,0.1,0.6,1.1,4.3,,greenjo02
424,Kam Jones,23,IND,SG,36,7,16.6,1.8,4.5,.401,0.6,2.0,.282,1.3,2.5,.495,.463,0.1,0.2,.500,0.4,1.3,1.6,3.2,0.5,0.0,1.0,1.1,4.3,,joneska03
425,Yanic Konan Niederhäuser,22,LAC,C,41,0,10.3,1.6,2.4,.640,0.0,0.1,.200,1.5,2.3,.663,.645,1.1,1.5,.758,0.9,2.0,2.9,0.3,0.1,0.7,0.6,1.6,4.3,,konanya01
426,Skal Labissière,29,WAS,PF,3,0,12.7,2.0,3.3,.600,0.3,1.7,.200,1.7,1.7,1.000,.650,0.0,0.0,,1.0,2.0,3.0,1.0,0.7,0.3,0.3,1.0,4.3,,labissk01
427,Dereck Lively II,21,DAL,C,7,4,16.4,1.6,2.6,.611,0.0,0.0,,1.6,2.6,.611,.611,1.1,1.4,.800,2.0,3.3,5.3,1.9,0.6,1.6,1.4,3.0,4.3,,livelde01
428,Grant Nelson,23,BRK,PF,4,0,8.8,1.3,2.3,.556,0.0,0.0,,1.3,2.3,.556,.556,1.8,2.5,.700,0.3,1.3,1.5,1.3,0.3,1.3,1.0,1.5,4.3,,nelsogr02
429,Jabari Walker,23,PHI,PF,63,6,12.0,1.5,3.3,.450,0.5,1.5,.330,1.0,1.9,.547,.524,0.8,1.0,.750,1.1,1.9,3.0,0.5,0.4,0.2,0.4,1.6,4.3,,walkeja01
430,Carter Bryant,20,SAS,PF,70,0,11.3,1.5,3.6,.405,0.7,2.1,.345,0.7,1.5,.490,.506,0.4,0.6,.732,0.5,2.0,2.5,0.6,0.2,0.3,0.5,1.3,4.1,,bryanca01
431,Moussa Cisse,23,DAL,C,37,1,13.2,1.6,2.7,.600,0.0,0.0,,1.6,2.7,.600,.600,0.9,2.0,.440,2.1,3.2,5.3,0.2,0.5,1.2,0.7,1.9,4.1,,cissemo01
432,Rasheer Fleming,21,PHO,PF,54,0,11.8,1.5,3.7,.401,0.8,2.3,.333,0.7,1.5,.506,.502,0.4,0.6,.559,1.1,1.1,2.2,0.3,0.4,0.4,0.5,1.1,4.1,,flemira01
433,RayJ Dennis,24,3TM,PG,16,0,11.3,1.4,4.6,.301,0.8,2.4,.308,0.6,2.1,.294,.384,0.5,0.6,.889,0.5,0.9,1.4,1.9,0.3,0.3,0.9,1.1,4.0,,dennira01
433,RayJ Dennis,24,IND,PG,13,0,12.9,1.7,5.5,.306,0.9,2.9,.316,0.8,2.6,.294,.389,0.6,0.7,.889,0.6,1.0,1.6,2.0,0.2,0.3,1.1,1.2,4.9,,dennira01
433,RayJ Dennis,24,LAC,PG,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,dennira01
433,RayJ Dennis,24,ATL,PG,2,0,4.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.5,0.0,,dennira01
434,Tony Bradley,28,2TM,C,40,3,10.7,1.6,2.8,.559,0.1,0.1,.667,1.5,2.7,.556,.568,0.8,1.1,.744,1.4,1.4,2.8,0.5,0.2,0.2,0.5,1.6,4.0,,bradlto01
434,Tony Bradley,28,IND,C,38,3,10.9,1.6,2.8,.557,0.0,0.1,.500,1.5,2.7,.558,.561,0.8,1.1,.744,1.5,1.3,2.8,0.5,0.2,0.2,0.4,1.6,4.0,,bradlto01
434,Tony Bradley,28,ATL,C,2,0,6.5,1.5,2.5,.600,0.5,0.5,1.000,1.0,2.0,.500,.700,0.0,0.0,,0.5,1.5,2.0,0.0,0.0,0.0,0.5,1.0,3.5,,bradlto01
435,Jaylen Clark,24,MIN,SG,67,0,12.8,1.4,3.3,.438,0.5,1.4,.330,1.0,1.9,.520,.509,0.7,1.0,.657,0.8,1.0,1.7,0.6,0.7,0.1,0.3,1.3,4.0,,clarkja02
436,Brandon Clarke,29,MEM,PF,2,2,10.0,1.5,4.5,.333,0.0,0.0,,1.5,4.5,.333,.333,1.0,2.0,.500,2.0,1.0,3.0,0.5,1.0,0.0,0.0,2.5,4.0,,clarkbr01
437,Keshad Johnson,24,MIA,SF,31,0,8.2,1.5,3.1,.469,0.4,1.4,.310,1.0,1.7,.593,.536,0.7,0.9,.724,0.7,1.2,1.9,0.2,0.4,0.3,0.4,0.8,4.0,,johnske10
438,Dalton Knecht,24,LAL,SF,53,1,10.2,1.5,3.4,.445,0.6,2.0,.314,0.9,1.5,.623,.536,0.3,0.4,.727,0.3,1.1,1.4,0.3,0.2,0.2,0.4,0.8,4.0,,knechda01
439,A.J. Lawson,25,TOR,SG,23,0,9.3,1.3,3.1,.417,0.7,1.8,.415,0.6,1.3,.419,.535,0.6,0.8,.778,0.4,1.5,1.9,0.3,0.5,0.2,0.3,1.1,4.0,,lawsoaj01
440,Micah Peavy,24,NOP,SG,60,3,14.5,1.7,4.4,.380,0.4,1.7,.250,1.2,2.7,.465,.430,0.3,0.4,.714,0.7,1.2,1.9,1.0,0.7,0.1,0.3,1.5,4.0,,peavymi01
441,Payton Sandfort,23,OKC,SF,3,0,11.7,1.3,4.3,.308,0.7,2.7,.250,0.7,1.7,.400,.385,0.7,1.3,.500,0.0,2.0,2.0,0.0,0.0,0.0,0.3,2.3,4.0,,sandfpa01
442,Trey Alexander,22,NOP,SG,8,0,9.9,1.5,3.3,.462,0.6,1.0,.625,0.9,2.3,.389,.558,0.3,0.3,1.000,0.0,1.3,1.3,1.0,0.4,0.1,0.3,1.3,3.9,,alexatr01
443,Nicolas Batum,37,LAC,PF,73,6,17.4,1.3,3.2,.399,1.2,3.1,.399,0.1,0.1,.400,.590,0.1,0.2,.818,0.3,2.2,2.5,0.8,0.6,0.3,0.5,1.3,3.9,,batumni01
444,Hugo González,19,BOS,SF,74,3,14.6,1.6,3.3,.476,0.6,1.6,.362,1.0,1.8,.577,.561,0.2,0.4,.500,0.8,2.5,3.3,0.5,0.6,0.3,0.5,1.7,3.9,,gonzahu01
445,DaRon Holmes,23,DEN,PF,24,6,8.5,1.3,2.5,.517,0.8,1.8,.455,0.5,0.7,.688,.683,0.5,0.5,.846,0.3,1.1,1.4,0.7,0.0,0.2,0.5,0.8,3.9,,holmeda01
446,Caleb Martin,30,DAL,SF,58,12,14.8,1.5,3.3,.450,0.3,1.0,.351,1.1,2.3,.492,.503,0.6,1.1,.607,0.5,2.0,2.5,1.4,0.7,0.3,0.7,1.5,3.9,,martica02
447,Noah Penda,21,ORL,SF,59,2,12.8,1.4,3.4,.404,0.5,1.6,.323,0.9,1.9,.473,.478,0.6,0.8,.688,1.1,2.0,3.2,1.2,0.5,0.3,0.7,1.2,3.8,,pendano01
448,Nikola Topić,20,OKC,PG,9,1,13.4,1.6,3.9,.400,0.4,1.1,.400,1.1,2.8,.400,.457,0.2,0.2,1.000,0.7,1.0,1.7,3.3,0.6,0.0,2.2,1.1,3.8,,topicni01
449,Omer Yurtseven,27,GSW,C,9,0,11.6,1.2,2.9,.423,0.0,0.4,.000,1.2,2.4,.500,.423,1.3,2.0,.667,1.4,1.9,3.3,0.9,0.2,0.1,1.0,1.7,3.8,,yurtsom01
450,Patrick Baldwin Jr.,23,3TM,SF,9,1,11.3,1.2,3.0,.407,0.7,1.6,.429,0.6,1.4,.385,.519,0.6,0.8,.714,1.3,1.2,2.6,0.6,0.3,0.6,0.6,1.7,3.7,,baldwpa01
450,Patrick Baldwin Jr.,23,LAC,SF,2,0,6.0,1.5,2.0,.750,1.0,1.5,.667,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,5.0,,baldwpa01
450,Patrick Baldwin Jr.,23,PHI,SF,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,baldwpa01
450,Patrick Baldwin Jr.,23,SAC,SF,6,1,14.7,1.3,3.8,.348,0.7,1.8,.364,0.7,2.0,.333,.435,0.5,0.8,.600,2.0,1.5,3.5,0.8,0.5,0.8,0.7,2.2,3.8,,baldwpa01
451,Dalen Terry,23,2TM,SG,47,0,11.6,1.4,3.3,.435,0.5,1.4,.364,0.9,1.9,.489,.513,0.3,0.6,.552,0.5,1.3,1.8,1.4,0.6,0.3,0.6,1.0,3.7,,terryda01
451,Dalen Terry,23,CHI,SG,34,0,11.1,1.3,3.0,.441,0.6,1.4,.413,0.8,1.6,.464,.534,0.3,0.5,.529,0.6,1.3,1.9,1.3,0.6,0.3,0.6,1.0,3.5,,terryda01
451,Dalen Terry,23,PHI,SG,13,0,13.0,1.7,4.0,.423,0.4,1.5,.250,1.3,2.5,.531,.471,0.5,0.9,.583,0.5,1.1,1.5,1.8,0.5,0.3,0.4,1.2,4.3,,terryda01
452,Myron Gardner,24,MIA,SF,44,7,9.2,1.3,2.8,.479,0.6,1.5,.406,0.7,1.3,.561,.587,0.4,0.6,.731,0.9,1.9,2.7,0.9,0.5,0.2,0.4,1.8,3.7,,gardnmy01
453,Larry Nance Jr.,33,CLE,PF,34,2,12.6,1.4,3.5,.407,0.6,1.8,.333,0.8,1.7,.483,.492,0.1,0.3,.455,0.8,1.7,2.6,0.9,0.6,0.1,0.6,1.6,3.6,,nancela02
454,Zeke Nnaji,25,DEN,PF,51,3,11.9,1.3,2.8,.469,0.3,1.0,.269,1.1,1.8,.581,.517,0.7,0.9,.773,0.6,2.0,2.6,0.5,0.3,0.5,0.5,1.3,3.6,,nnajize01
455,Tolu Smith,25,DET,PF,14,0,9.4,1.2,2.4,.500,0.0,0.0,,1.2,2.4,.500,.500,1.2,1.9,.654,1.4,1.9,3.3,0.9,0.1,0.4,0.5,1.6,3.6,,smithto05
456,Clint Capela,31,HOU,C,74,2,12.2,1.5,2.9,.505,0.0,0.0,,1.5,2.9,.505,.505,0.6,1.0,.577,2.1,2.4,4.5,0.7,0.5,0.8,0.6,1.0,3.5,,capelca01
457,Mohamed Diawara,20,NYK,SF,68,6,8.8,1.3,3.0,.431,0.7,1.8,.384,0.6,1.2,.506,.549,0.3,0.3,.739,0.2,1.1,1.3,0.7,0.2,0.1,0.4,0.7,3.5,,diawamo01
